"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"333","John Marino","UTA","D","77","1370.75","17.801948051948","-1.93","-5.48","1.80","-1.41","-2.06","0.52","-1.54","-1.23","-0.18","1","-0.46","13.22","-0.02","-0.05","0.25","0.45","-2.87","3.26","1.08","-0.09","2.34","0.92","-0.15","19.62","-0.84","-3.71","3.87","0.38","-0.53","19.66","-1.53","-2.73","0.79","-0.29","0.13","-14.23","13.30","91.03","1.043","7.97","13.53","8.36","49.72","48.79","17.29","19.13","18.03","48.95"
"623","Lucas Raymond","DET","L","76","1063.9833333333","13.999780701754","0.6","-5.54","2.65","0.32","-2.57","1.76","-0.96","-2.3","1.29","0.71","0.04","7.38","-0.09","-0.2","1.03","-0.03","-1.93","1.67","-0.97","-0.21","-1.81","0.61","-0.21","16.65","1.24","-2.31","4.19","-0.08","0.02","-2.88","1.02","-2.98","2.03","0.24","0.34","-5.56","10.26","90.05","1.003","9.64","15.34","9.59","43.53","50.15","18.16","19.79","20.86","46.53"
"636","Jake Sanderson","OTT","D","65","1105.9333333333","17.014358974359","3.67","-5.54","4.26","2.75","-5.73","5.60","1.42","-3.37","4.86","-0.16","-0.66","5.27","0.03","-0.16","2.11","0.83","-1.61","2.46","0.26","-0.64","2.17","0.22","-0.27","8.49","0.76","-1.29","2.68","-0.45","-0.33","-2.38","8.31","-1.51","4.94","-0.06","-0.22","7.14","9.62","89.90","0.995","9.93","12.75","10.47","48.94","48.67","21.27","20.02","21.16","50.13"
"895","Maxim Tsyplakov","N.J, NYI","R","48","423.73333333333","8.8277777777778","-6.73","-5.55","-0.53","-4.95","-5.97","0.79","-4.49","-6.58","2.41","-1.15","1.05","-24.29","-0.28","-0.39","1.03","-4.67","-1.63","-3.24","-0.73","-0.18","-1.47","-0.52","1.31","-33.13","-5.25","-1.93","-4.23","-0.65","-0.21","-10.56","-7.53","-6.66","-0.20","-0.21","-0.14","-9.52","5.42","84.56","0.900","8.5","13.74","6.37","52.11","57.14","15.29","17.56","13.03","54.00"
"156","Tomas Hertl","VGK","C","78","979.18333333333","12.553632478632","5.74","-5.57","5.10","0.93","-4.06","3.36","-1.35","-1.78","0.75","-0.13","0.64","-7.21","0.11","-0.1","2.19","3.28","-1.99","4.94","1.43","-0.33","3.67","-0.28","0.17","-8.38","2.47","-2.22","5.75","0.1","0.75","-12.84","11.54","-4.99","8.38","0.11","-0.13","9.52","9.32","85.63","0.950","13.73","12.07","8.64","42.77","61.37","24.69","17.03","16.3","60.24"
"417","Alex Barré-Boulet","COL","C","1","3.4666666666667","3.4666666666667","-14.1","-5.58","-1.14","-2.65","-8.52","4.17","-48.88","15.93","-72.34","-5.75","-1.44","-","-3.35","-2.88","-3.23","-33.01","-14.32","-11.40","-20.13","1.49","-56.00","-5.75","-1.44","-","-17.18","-21.09","34.38","0","0","-","27.32","10.54","1.85","0","0","-","-","100.00","1.00","0","17.31","0","103.85","-","0","17.31","0","-"
"460","David Kampf","VAN, WSH","C","40","513.98333333333","12.849583333333","-5.01","-5.58","0.12","-1.92","-4.98","1.70","-0.38","-3.51","2.82","-0.79","-1.06","-2.39","-0.24","-0.34","0.57","-1.98","-4.31","1.94","-1.12","-1.93","1.34","-0.31","-1.29","13.72","-1.15","-3.18","2.36","-0.71","0.41","-24.68","-3.24","5.3","-4.40","0.08","-0.1","8.82","5.74","89.95","0.957","8.17","16.23","13.31","40.16","38.04","15.88","20.66","24.28","39.53"
"583","Jayden Struble","MTL","D","55","739","13.436363636364","-3.14","-5.7","1.14","-3","-2.78","-0.13","-3.48","-0.92","-2.62","-0.17","-0.22","0.80","-0.18","-0.02","-1.40","0.71","-2.54","3.08","-0.76","-0.45","-0.87","0.27","-0.03","6.38","1.96","-2.79","5.85","-0.26","-0.07","-2.03","-3.97","-9.26","3.02","-0.36","-0.2","-2.86","11.66","90.94","1.026","6.9","9.82","3.57","51.15","65.89","16.08","15.67","10.72","60.00"
"563","Bobby Brink","MIN, PHI","R","65","826.91666666667","12.721794871795","-2.27","-5.75","1.52","-2.96","-4.86","1.16","-2.54","-2.51","0.03","-0.83","-0.34","-5.03","-0.19","-0.18","0.05","-1.34","-2.97","1.60","-0.87","-1.33","1.37","-0.34","-0.23","-1.76","-0.64","-2.19","1.83","-0.07","-0.03","-0.76","-4.51","-6.09","0.69","-0.63","-0.14","-53.13","8.15","91.35","0.995","8.05","12.77","5.88","49.34","57.81","16.4","17.99","13.5","54.85"
"748","Arber Xhekaj","MTL","D","61","659.86666666667","10.817486338798","-6.28","-5.77","-0.46","-5.67","-3.71","-1.47","-5.01","-2.81","-2.73","-1.13","-0.14","-10.67","-0.71","-0.12","-6.32","-5.66","-1.93","-4.10","-2.36","-1.52","-3.13","-0.52","-0.15","-11.56","-4.4","-0.55","-4.93","-0.44","0.05","-10.35","-4.21","-12.96","5.26","-0.41","-0.05","-9.56","8.93","89.43","0.984","5.46","11.46","3.18","53.28","63.16","14.09","17.37","10.37","57.62"
"26","Drew Doughty","L.A","D","67","1237.3333333333","18.467661691542","-1.18","-5.8","2.16","0","-1.93","1.24","0.54","-0.18","0.68","-0.18","-0.05","-1.39","0.08","-0.23","3.21","-0.9","-3.72","2.91","-0.36","-1.52","2.84","0.01","-0.23","6.58","-0.73","-2.94","2.96","-0.37","-0.09","-7.34","-0.09","-3.29","1.72","0.12","0.36","-7.09","7.99","91.39","0.994","6.01","13.48","7.86","37.97","43.36","18.14","20.66","16.92","51.73"
"486","Quinn Hughes","MIN, VAN","D","72","1558.0666666667","21.639814814815","10.99","-5.81","7.05","6.92","-3","5.68","3.58","-0.13","3.32","1.11","0.61","4.55","0.61","-0.04","5.66","7.68","-0.18","6.87","3.27","1.63","3.45","0.98","0.54","8.84","5.88","-2.42","9.45","0.47","0.21","5.10","11.08","-6.74","8.79","-0.31","-0.12","-7.18","11.01","89.47","1.005","6.89","10.94","7.2","32.73","48.91","21.14","18.6","17.83","54.25"
"567","Jack Hughes","N.J","C","57","940.86666666667","16.506432748538","7.48","-5.82","5.70","5.69","-2.19","4.56","4.26","-1.93","5.53","0.65","0.08","6.52","0.57","-0.03","5.34","8.9","-1.26","8.76","2.56","-0.43","6.49","0.1","0.39","-3.71","8.46","-1.1","10.25","0.47","-0.12","11.61","-0.52","-10.94","6.03","0.28","-0.32","28.85","8.16","88.51","0.967","10.33","8.74","2.81","43.87","78.64","19.45","13.01","7.72","71.60"
"887","Justin Hryckowian","DAL","C","77","846.11666666667","10.988528138528","-4.01","-5.82","0.67","-2.56","-4.44","1.16","-0.72","-4.58","4.08","-0.17","0.14","-3.35","-0.04","-0.24","2.08","-2.91","-3.9","1.06","0.51","-1.07","3.72","0.24","0.4","-4.67","-4.55","-3.77","-1.52","-0.66","-0.46","-6.23","-5.1","-4.6","-0.70","0.13","0.12","-0.63","10.37","89.74","1.001","5.67","13.47","7.8","49.64","42.11","11.2","18.79","15.6","41.80"
"54","Dmitry Orlov","S.J","D","76","1295.1333333333","17.041228070175","6.73","-5.84","5.69","3.93","-2.37","4.04","1.33","-0.43","1.72","-0.27","0.46","-6.54","0.37","0.06","3.22","4.71","-1.72","6.02","1.4","0.53","2.00","-0.04","0.26","-5.46","4.41","-2.99","9.16","-0.29","0.92","-21.90","3.99","-6.24","5.42","-0.01","-0.7","26.63","9.14","88.60","0.977","6.3","12.65","8.76","39.29","41.85","17.79","18.86","19.04","48.30"
"610","Andre Lee","L.A","L","7","71.866666666667","10.266666666667","-9.01","-5.84","-0.62","-10.34","-3.51","-4.09","-5.23","-2.25","-3.13","0.18","1.64","-13.33","-0.61","-0.21","-3.07","-4.94","-0.2","-3.75","1.87","2.38","-3.27","-0.01","0.62","-30.00","-9.08","-3.44","-6.11","0.55","1.64","0.00","-9.18","-6.98","-0.80","-0.31","-0.31","-50.00","8.33","83.33","0.917","7.51","9.18","7.51","51.76","50.00","15.03","15.03","13.36","52.94"
"600","Aliaksei Protas","WSH","C, L","72","1051.1","14.598611111111","6.45","-5.89","5.26","7.08","-4.54","6.81","3.95","-2.79","6.24","0.81","0.22","4.49","0.33","0.05","2.24","3.24","-0.56","3.26","1.52","-0.42","3.74","0.29","0.3","-0.74","2.29","-0.19","2.88","0.58","0.14","7.60","5.74","-5.71","6.08","0.12","-0.25","17.72","11.15","90.28","1.014","10.1","12.27","8.96","42.53","52.99","18.1","17.01","18.84","49.00"
"492","Joe Veleno","MTL","C","58","589.06666666667","10.15632183908","-6.77","-5.94","-0.56","-7.01","-4.85","-1.57","-5.5","-2.97","-2.88","-1.81","0.39","-24.50","-0.39","-0.46","0.38","-4.74","-4.61","-0.38","-0.85","-2.03","2.15","-1.03","0.6","-40.00","-5.19","-3.44","-2.05","-0.87","0.13","-21.03","-4.73","-4.54","-0.20","-0.18","-0.45","22.81","6.34","88.36","0.947","9.57","12.22","9.47","44.51","50.27","14.97","16.6","18.64","44.55"
"800","Brian Halonen","N.J","L","12","88.7","7.3916666666667","-23.9","-5.95","-9.09","-17.7","-10.03","-5.35","-12.05","-7.51","-4.69","-0.73","0.07","-11.52","-1.51","-0.4","-15.15","-17.83","-1.9","-19.80","-8.25","0.42","-24.48","-0.61","-0.43","-35.71","-12.78","-3.1","-16.42","-0.57","0.82","-26.67","-12.03","-15.07","2.48","0.45","-0.18","25.00","7.69","89.29","0.970","13.53","13.53","6.09","52.09","68.97","18.26","17.59","12.85","58.70"
"384","Boris Katchouk","T.B","L","3","30.6","10.2","5.05","-5.98","5.35","2.12","-3.32","3.68","0.82","-3.43","5.06","-0.81","-4.44","61.54","1.23","0.26","3.90","12.03","-4.84","14.45","9.66","-4.14","22.86","0.85","-2.22","66.67","3.16","-0.93","5.33","-0.74","-2.22","-25.00","-24.94","-4.05","-12.02","-1.6","-0.8","-66.67","7.14","100.00","1.071","15.69","13.73","5.88","43.14","72.73","19.61","15.69","7.84","71.43"
"805","Ben Meyers","SEA","C","50","506.11666666667","10.122333333333","-0.56","-5.98","2.13","-0.19","-4.74","2.53","-1.1","-1.2","-0.11","0.47","1.51","-8.14","0.44","-0.53","9.31","3.92","-5.93","9.82","2.27","-2.05","10.13","0.13","0.55","-6.44","2.19","-5.18","9.75","0.26","0.34","-2.50","-14.73","4.24","-10.76","0.21","1.02","-17.06","11.22","87.03","0.983","3.79","16.6","16","49.2","19.16","6.05","20.15","23.12","20.73"
"709","Mackie Samoskevich","FLA","R","73","872.6","11.953424657534","9.07","-6","6.54","7.39","-4.08","6.74","2.55","-1.54","3.86","-0.53","-0.8","1.81","0.45","-0.28","6.60","3.01","-3.25","6.00","2.14","-1.77","8.23","-0.39","-0.55","2.52","1.16","-1.97","4.18","-0.06","0.09","-3.81","7","-1.45","4.21","-0.15","-0.45","12.86","7.02","91.11","0.981","9.42","14.85","7.43","49.23","55.92","16.71","21.04","15.33","52.15"
"527","Martin Pospisil","CGY","C","21","204.76666666667","9.7507936507936","-6.14","-6.02","-0.25","-3.35","-0.94","-1.60","-0.14","0.57","-0.65","-1.17","-0.21","-14.49","-0.43","0.01","-4.67","-5.32","-5.56","-0.57","-4.56","0.01","-12.54","-0.99","-0.47","-23.65","-1.02","-7.43","7.52","0.04","0.63","-8.65","-5.55","-1.94","-1.90","-0.31","-0.31","-50.00","4.55","91.75","0.963","7.03","15.24","6.45","62.12","52.17","14.06","21.39","13.19","51.61"
"108","Adam Lowry","WPG","C","65","816.26666666667","12.557948717949","-2.06","-6.03","1.86","-1.79","-4.45","1.69","-0.8","-4.6","3.78","-0.37","-0.52","1.35","-0.13","-0.07","-0.62","-1.72","-2.29","0.57","0.17","-0.68","1.91","-0.04","-0.19","3.06","-2.52","-2.14","-0.32","-0.47","-0.41","-3.55","-3.03","1.36","-2.36","0.03","-0.04","3.70","8.21","90.97","0.992","8.01","15.36","15.07","44.25","34.71","14.41","20.21","23.23","38.28"
"788","Noah Ostlund","BUF","C","60","729.55","12.159166666667","0.66","-6.03","2.94","0.25","-6.09","3.86","0.99","-3.63","4.29","-0.19","-0.74","6.81","-0.24","-0.51","2.62","-2.49","-4.29","1.80","-2.11","-2.82","1.90","-0.12","-0.48","8.43","-0.51","-1.96","1.82","-0.02","-0.1","2.19","4.65","-7.12","6.10","-0.07","-0.27","10.98","10.23","92.74","1.030","11.84","13.41","6.99","50.17","62.88","20.48","17.68","14.31","58.87"
"305","A.J. Greer","FLA","L","74","850.58333333333","11.494369369369","1.18","-6.06","3.40","0.14","-5.27","3.50","-0.11","-3.83","3.77","0.82","-0.43","11.88","-0.08","-0.36","2.77","0.84","-1.67","2.47","-0.67","-1.36","1.71","0.24","0.1","2.38","2","-0.41","2.97","0.21","-0.29","12.81","-0.95","-5.87","2.89","0.62","-0.46","46.88","11.47","89.16","1.006","10.72","13.12","6.49","51.71","62.30","18.98","19.12","14.46","56.75"
"844","Nick Lardis","CHI","L","37","392.91666666667","10.619369369369","-2.12","-6.06","1.51","-1.47","-4.9","1.74","-0.21","-4.72","3.81","-0.13","0.71","-6.94","-0.2","-0.17","-0.88","0.36","-2.03","1.98","-1.67","-0.17","-4.15","-0.03","0.86","-10.78","2.7","-2.47","6.38","-0.22","0","-7.21","0.18","-9.13","5.17","0.1","-0.2","27.78","7.95","86.78","0.947","10.69","13.44","6.57","51.92","61.95","17.26","20.62","12.67","57.65"
"513","Curtis Douglas","T.B, VAN","C","39","253.38333333333","6.4970085470085","-6.95","-6.11","-0.31","-0.69","-5.62","3.31","0.49","-4.18","4.60","-1.74","-0.25","-19.37","0.04","-0.54","6.10","-1.85","-3.62","2.09","0.02","-2.76","7.60","-1.26","-0.21","-36.34","-2.5","-1.14","-1.85","-0.3","-0.4","1.92","-8.64","-6.49","-1.30","-0.36","0.38","-27.00","4.42","89.80","0.942","11.13","19.89","3.55","54.46","75.81","16.58","26.52","10.66","60.87"
"316","Parker Wotherspoon","PIT","D","78","1347.6166666667","17.277136752137","0.96","-6.15","3.12","0.01","-1.87","1.15","0.95","-2","2.80","0.13","-0.13","2.31","-0.11","-0.09","-0.18","-0.17","-2.22","1.86","-0.43","-0.64","0.53","-0.14","-0.11","0.00","0.34","-2.11","2.88","0.27","-0.29","11.64","1.24","-1.97","1.70","0.1","0.3","-6.62","11.02","90.14","1.012","5.83","11.98","7.03","39.8","45.33","17.27","19.59","17.54","49.62"
"835","Leo Carlsson","ANA","C","66","889.88333333333","13.483080808081","6.89","-6.17","5.21","5.69","-3.65","5.04","4.6","-3.39","6.78","0.51","-0.33","7.07","0.26","-0.21","3.81","3.21","-2.21","4.43","1.55","0.49","1.97","-0.38","0","-7.37","2.21","-3.6","6.39","1.17","0.07","19.29","8.78","-10.6","9.63","0.02","-0.55","22.17","9.31","88.42","0.977","9.78","15.58","5.33","45.71","64.73","20.83","22.32","11.87","63.71"
"32","Jordan Eberle","SEA","R","75","1083.5","14.446666666667","2.44","-6.19","3.70","2.57","-3.54","3.70","1.97","-3.5","5.16","0.43","-0.77","13.38","0.12","-0.28","3.79","1.11","-2.44","3.46","0.45","-0.96","3.18","0.24","-0.54","17.05","0.88","-1.97","3.67","0.42","-0.12","14.37","5.4","-8.03","6.68","-0.18","-0.2","-0.36","10.17","93.13","1.033","11.13","14.12","8.03","43.58","58.09","18.05","18.27","15.39","53.97"
"94","Nino Niederreiter","WPG","R","56","673.6","12.028571428571","-1.05","-6.2","2.29","-1.19","-5.59","2.71","0.78","-5.87","6.50","-0.85","-0.5","-4.34","0.08","-0.35","4.10","-2.82","-2.02","-0.97","0.12","-2.53","5.87","-0.19","-0.46","5.43","-3.92","0.68","-6.07","-0.7","-0.1","-19.30","-3.94","-3.29","-0.39","-0.2","0.05","-10.71","7.04","91.02","0.981","6.95","14.61","10.42","45.34","40.00","11.94","20.13","17.37","40.73"
"595","Vasily Podkolzin","EDM","R","78","1087.5333333333","13.942735042735","2.24","-6.22","3.83","2.43","-3.41","3.60","3.74","-1.62","4.86","0.77","-0.65","12.95","-0.09","-0.12","0.31","-0.66","-1.54","0.78","-1.24","-0.4","-1.76","-0.03","0.02","-0.94","0.77","-1.52","2.67","0.85","-0.44","25.36","5.31","-6.64","6.57","0.23","-0.49","28.65","10.29","90.16","1.004","9.49","16.11","6.01","41.82","61.21","19.14","20.58","13.79","58.12"
"188","Nate Schmidt","UTA","D","77","1281.6166666667","16.644372294372","1.52","-6.29","3.62","1.48","-3.07","2.89","1.7","-1.86","3.46","0.62","-0.51","10.53","0.28","-0.15","3.94","2.12","-3.68","5.56","2.21","-0.43","5.31","0.66","0.11","9.61","-0.13","-4.33","5.62","0.14","-0.62","17.48","0.49","-4.09","2.56","-0.21","-0.23","5.96","11.50","91.02","1.025","8.24","14.42","7.96","51.36","50.87","18.31","19.62","16.34","52.84"
"522","Pontus Holmberg","T.B","R","70","895.86666666667","12.798095238095","-6.08","-6.36","0.60","-4.63","-5.54","0.98","-3.72","-4.21","0.77","-1.38","-0.2","-10.37","-0.36","-0.52","2.38","-3.5","-5.03","2.45","-0.62","-2.48","5.33","-0.58","-0.13","-6.10","-3.83","-3.4","0.25","-0.68","-0.26","-8.88","-9.1","4","-6.88","-0.39","0.18","-27.58","8.40","90.50","0.989","8.24","20.36","11.39","38.91","41.98","13.13","24.78","20.63","38.89"
"10","Nick Foligno","CHI, MIN","L","50","506.56666666667","10.131333333333","-4.34","-6.39","0.69","-4.74","-8.51","2.03","-4.38","-8.01","3.11","-0.12","-0.82","7.60","-0.6","-0.66","-0.18","-4.01","-5.35","0.64","-1.17","-2.59","2.48","0.14","-0.71","20.00","-3.79","-3.67","-0.73","0.03","-0.2","5.42","-5.94","-0.24","-3.34","-0.4","0.06","-39.13","10.00","91.35","1.014","5.33","13.38","12.08","48.8","30.61","11.73","18.12","21.79","34.98"
"144","Hampus Lindholm","BOS","D","65","1047.8","16.12","3.91","-6.39","4.44","2.84","-5","4.70","0.8","-2.16","2.76","-0.23","0.58","-8.32","0.14","-0.31","3.94","1.52","-3.23","4.45","1.17","-1.26","5.32","-0.41","0.18","-12.00","0.46","-2.62","3.86","0.05","0.09","-1.33","5.26","-4.76","5.10","0.19","0.48","-5.70","9.45","89.72","0.992","5.61","12.43","8.59","47.01","39.52","17.24","20.1","18.27","48.55"
"834","Hunter Brzustewicz","CGY","D","29","415.35","14.322413793103","0.88","-6.6","3.17","0.26","-3.65","2.23","1.42","-1.96","3.06","0.28","-0.33","5.70","0.15","-0.38","4.72","2.02","-4.87","6.31","0.4","-0.84","2.66","0.51","-0.22","14.54","2.17","-5.37","9.07","0.1","-0.02","2.22","-2.37","-8.8","3.36","-0.43","-0.13","-4.76","10.16","90.53","1.007","6.64","11.99","6.36","57.35","51.11","17.77","18.35","11.56","60.59"
"500","Jack Drury","COL","C","77","925.53333333333","12.019913419913","-4.22","-6.63","1.64","-4.7","-5.72","1.35","-4.38","-3.58","0.34","-1.06","-0.2","-5.80","-0.67","-0.52","-0.03","-5.46","-5.36","1.46","-2.59","-3.26","3.06","-0.56","-0.46","1.61","-3.82","-2.8","0.22","-0.2","0.37","-14.53","-1.56","-2.1","0.47","-0.5","-0.03","-12.23","8.64","91.52","1.002","7.78","12.9","8.23","51.8","48.58","15.88","18.54","18.99","45.54"
"436","Jonas Rondbjerg","VGK","R","4","46.666666666667","11.666666666667","-4.3","-6.76","0.98","-0.07","-1.81","1.06","-1.94","0.72","-2.56","0.06","1.55","-7.84","0.64","0.1","5.00","2.16","2.78","-0.28","4.45","0.02","9.19","1.49","-3.23","75.00","-3.05","3.68","-8.43","-1.92","1.24","-80.00","-13.92","-11.11","-1.09","0","5.57","0.00","10.00","78.95","0.889","10.29","15.43","3.86","54","72.73","14.14","20.57","10.29","57.89"
"422","Kailer Yamamoto","UTA","R","54","599.61666666667","11.104012345679","-4.28","-6.83","1.46","-2.63","-6.5","2.80","-2.56","-4.83","2.72","0.76","-0.32","9.92","-0.21","-0.63","4.61","-3.58","-5.07","1.71","-0.26","-4.24","10.17","0.2","-0.27","9.43","-4.43","-1.12","-4.46","0.25","0.06","4.72","-5.45","-6.99","1.27","0.53","-0.14","17.53","13.36","89.95","1.033","8.61","14.31","8.41","51.83","50.59","13.91","18.91","15.61","47.12"
"829","Max Sasson","VAN","C","64","690.91666666667","10.795572916667","-1.46","-6.88","2.31","-2.02","-4.87","1.54","-2.19","-2.42","-0.15","-0.28","-0.13","-2.41","-0.39","-0.15","-2.69","-2.97","-0.92","-2.20","-1.18","-0.93","-0.90","0.15","0.47","-3.69","-2.39","0.01","-3.26","-0.48","-0.99","6.90","-2.86","-13.01","5.45","-0.11","0.2","-12.26","8.05","88.71","0.968","6.34","14.33","4.26","59.92","59.84","11.98","18.24","10.86","52.47"
"489","Evan Bouchard","EDM","D","78","1390.0166666667","17.820726495726","12.16","-6.9","8.40","10.2","-2.54","7.54","8.02","0.36","6.56","1.54","0.08","13.25","0.99","0.08","7.70","10.18","-2.83","11.57","4.28","-0.37","9.38","0.9","0.07","15.68","7.86","-3.28","13.06","0.45","0.16","6.09","7.63","-8.22","8.65","0.44","-0.17","20.76","10.85","88.66","0.995","7.64","10.96","5.35","43.94","58.80","20.81","17.7","12.73","62.03"
"735","Ethan Del Mastro","CHI","D","16","207.13333333333","12.945833333333","-2.18","-6.91","1.55","-2.05","-7.91","2.63","-1.04","-5.35","2.95","-2.06","0.84","-35.71","-0.57","-0.6","-2.88","-4.14","-2.53","-2.81","-2.28","-4.36","-0.25","-1.72","0.59","-50.00","-2.48","2.44","-5.64","-0.17","0.21","-10.00","5.46","-8.41","7.38","-0.29","0.13","-50.00","2.56","88.24","0.908","4.06","9.56","10.43","53.3","28.00","10.43","14.19","20.28","33.96"
"638","Alexis Lafrenière","NYR","L","79","1131.6333333333","14.32447257384","4","-6.92","4.89","4.77","-3.92","5.46","2.39","-1.8","4.13","0.52","-0.07","6.19","0.34","-0.27","6.14","3.38","-2.51","5.59","2.35","-1.87","9.84","-0.05","-0.18","3.12","1.37","-0.86","2.68","0.46","0.26","4.10","5.32","-6.18","6.11","0.33","-0.12","18.82","10.37","91.13","1.015","10.6","14.16","6.73","47.61","61.16","19.51","19.14","15.8","55.26"
"843","Samuel Honzek","CGY","L","18","193.85","10.769444444444","-4.14","-7","1.76","0.34","-5.62","4.08","-0.69","-3.58","3.12","0.64","0.86","-1.72","0","-0.54","6.74","-5.03","-5.83","1.90","0.52","-1.51","5.04","0.5","0.94","-4.44","-7.4","-5.75","-1.06","-0.32","-0.15","-9.52","-5.2","9.9","-7.23","0.55","0.05","8.33","8.00","87.50","0.955","7.74","16.09","18.57","47.98","29.41","16.09","22.29","30.33","34.67"
"890","Cole Hutson","WSH","D","10","138.83333333333","13.883333333333","7.89","-7.03","6.70","3.57","-4.65","4.99","1.39","-2.49","3.64","-1.3","-0.44","-10.00","0.04","-0.67","6.47","2.99","-5.95","8.47","-1.09","-2.04","1.47","-1.43","-0.67","-42.11","5.45","-5.21","13.06","0.54","1.02","-12.50","2.73","-3.75","3.41","-0.41","-0.77","42.86","7.41","90.63","0.980","5.62","14.69","6.48","46.67","46.43","19.02","19.88","15.56","55.00"
"31","Erik Karlsson","PIT","D","73","1234.4666666667","16.910502283105","6.42","-7.05","5.83","4.69","-1.85","3.86","4.01","-1.48","5.01","0.81","-0.15","8.04","0.19","0","1.58","3.53","-1.48","4.31","1.04","-0.38","2.75","0.2","-0.02","3.72","3.32","-1.47","5.53","0.78","-0.33","21.21","8.23","-2.96","5.91","0.03","0.17","-4.55","11.69","90.37","1.021","8.55","11.81","7.68","37.72","52.69","22.16","19.44","18.23","54.87"
"58","Casey Cizikas","NYI","C","77","772.35","10.030519480519","-6.77","-7.1","-0.03","-6.93","-8.6","0.87","-4.75","-5.7","0.80","-0.89","-0.45","-6.43","-0.44","-0.91","4.00","-4.55","-6.09","1.04","-1.21","-3.39","3.99","-0.4","0.02","-11.37","-4.46","-3.61","-1.27","-0.47","-0.82","9.62","-6.9","-3.4","-1.87","-0.19","0.21","-22.50","6.92","90.75","0.977","8.39","14.92","9.17","51.27","47.79","15.07","20.9","16.86","47.20"
"325","Mathieu Joseph","L.A, STL","R","47","535.03333333333","11.383687943262","-7.17","-7.16","-0.06","-6.47","-7.04","0.39","-4.91","-4","-0.91","-1.17","-0.66","-7.34","-0.47","-0.55","0.90","-3.27","-4.91","2.07","-1.39","-2.18","2.11","-0.34","-0.33","-1.94","-2.51","-3.63","2.05","-0.83","-0.36","-11.70","-11.34","-2.99","-4.93","-0.3","-0.08","-13.10","7.11","90.00","0.971","7.29","15.36","8.63","51.02","45.77","12.56","20.41","17.16","42.26"
"337","Artemi Panarin","L.A, NYR","L","73","1178.0666666667","16.137899543379","9.09","-7.16","6.96","7.05","-3.6","6.45","5.24","-1.82","6.81","1.43","0.18","12.54","0.15","-0.05","1.89","3.66","0.72","2.67","-0.77","-0.52","-0.40","0.02","0.37","-8.49","5.91","1.65","5.11","1.29","0.42","16.62","15.66","-12.96","14.39","0.64","-0.73","50.28","11.43","89.92","1.013","12.99","10.95","6.16","43.65","67.82","22.77","15.64","13.8","62.26"
"209","Jason Dickinson","CHI, EDM","C","63","820.5","13.02380952381","-2.84","-7.17","1.78","-0.34","-6.15","3.44","-1.25","-5.29","3.73","-0.22","0","-2.42","-0.1","-0.33","1.99","-1.6","-3.65","1.70","-0.16","-1.73","3.23","-0.22","-0.17","-2.06","-1.93","-2.55","0.55","-0.4","0.26","-13.93","-6.45","3.03","-5.25","0.43","-0.03","21.43","9.09","87.65","0.967","5.19","14.41","15.28","44.9","25.36","10.53","19.38","27.35","27.80"
"346","Kirill Kaprizov","MIN","L","76","1264.4666666667","16.637719298246","3.85","-7.3","4.65","3.56","-3.31","3.96","2.02","-1.28","2.93","0.59","0.09","4.57","0.3","-0.11","3.72","4.62","-1.4","5.26","1.67","-0.2","3.86","0.57","0.28","4.55","3.94","-1.6","6.25","0.04","0.08","-1.02","3.72","-10.92","7.13","-0.02","-0.36","16.67","10.16","91.48","1.016","10.96","12.15","5.46","34.88","66.76","22.87","20.02","15.75","59.21"
"598","Joel Kiviranta","COL","L","46","419.53333333333","9.1202898550725","-2.98","-7.35","2.48","-4.43","-9.07","3.78","-3.21","-6.49","4.40","-0.8","-0.55","0.24","-0.45","-0.84","5.24","-4.5","-7.32","4.47","-1.62","-4.8","8.86","-0.15","-0.19","1.13","-3.84","-3.36","1.17","-0.41","-0.33","6.37","-3.03","-0.55","-1.00","-0.49","-0.17","-5.71","8.57","91.37","0.999","8.29","16.02","9.87","55.35","45.67","14.3","22.31","19.02","42.92"
